CP ID,Microsoft Id,customerId,customername,skuName,subtotalCost,totalforcustomerCost,totalSale,margin
,,637323f1-6edd-4378-932d-d049922c68a1,AlgonoX Technologies,Microsoft 365 Business Basic,8700.0,10266.0,,-8700.0
,,e4e0f1de-d9b6-4dc3-9f95-f94d4489ab33,Avniro Technologies PTE LTD,Office 365 E3,8664.0,10223.52,,-8664.0
,,b6314c72-0369-4c22-8b1d-3875f89d952b,Rydot Infotech Pvt. Ltd,Microsoft 365 Business Basic,8316.0,9812.88,,-8316.0
,,7c3142f9-6d4f-4082-b1ce-c192ef463527,Law Assist,Microsoft 365 Business Standard,8197.32,9672.84,,-8197.32
,,da490eb2-36bb-47ec-b5c3-4586c01b25a5,PC Solutions & Services,Microsoft 365 Business Basic,8154.58,9622.4,,-8154.58
,,378facbd-a388-4c0b-a0b1-d5b98ccfcdd4,U-To Solutions Pvt Ltd.,Microsoft 365 Business Basic,8000.0,9440.0,,-8000.0
,,19689005-7681-4f70-8047-fd1a0561b72b,INDUS NET TECHNOLOGIES PVT LTD,Microsoft 365 Business Standard,7980.0,9416.4,,-7980.0
,,66abe2f2-4dcb-4367-aca1-b2f04d09afee,Alwafaa Group,Microsoft 365 Business Basic,7560.0,8920.8,,-7560.0
,,ff4975bd-04f5-4438-9cdf-1db944df4fa3,Zluri,Microsoft 365 Apps for business,7500.0,8850.0,,-7500.0
,,4d71c3cc-4603-41e7-aa7e-449218c1e903,Accord Life Spec Pvt Ltd,Business Premium - India & APAC Emerging Markets Promo,7442.69,8782.39,,-7442.69
,,9eb99353-b469-4b4e-833a-f074cd8a7fbc,Go Digital Path,Microsoft 365 Business Basic,7246.44,8550.8,,-7246.44
,,4aaf3dfd-50b4-44b1-8981-f5ba9bcf5ffd,Indus Novateur Softech Private Limited,Power BI Pro,6908.0,8151.44,,-6908.0
,,bbfc0353-022b-463b-8001-8371a775273e, Proov Identity Services Pvt. Ltd,Power BI Pro,6908.0,8151.44,,-6908.0
,,5366b679-3862-41b8-953c-530969491bc3,D2K Technologies India Pvt. Ltd.,Power BI Pro,6908.0,8151.44,,-6908.0
,,b04c2da1-cb08-4b2a-9099-51b492037918,Intelogixs Research Private Limited,Windows 10/11 Enterprise E3,6424.02,7580.34,,-6424.02
,,d35ece8a-237c-4fa5-9ca5-c3107f02fd70,Tattvika Advisors LLP,Microsoft 365 Business Standard,6380.0,7528.4,,-6380.0
,,16ffbc25-5f01-46f9-87e2-cd341505ca8d,BodhtreeUSA,Microsoft 365 Business Basic,6365.03,7510.74,,-6365.03
,,04459d0a-09e2-498e-abfa-5923a51e5a26,"Bellala and Raghavendra,Dhibiz Advisory",Microsoft 365 Business Basic,6190.0,7304.2,,-6190.0
,,f8b3a26c-aeb2-4246-90ed-23777a60e84b,HUB AND LINKS LOGISTICS (I) PVT. LTD,Microsoft 365 Business Standard,6160.0,7268.8,,-6160.0
,,2753c366-f28b-473d-8edb-8bfa38122738,Flink Analytics & Insights Pvt. Ltd.,Business Premium - India & APAC Emerging Markets Promo,6061.92,7153.08,,-6061.92
,,80706d7e-5e7f-4257-bdce-6379b90ece0f,Microsoft 365 Email,Microsoft 365 Business Basic,6048.0,7136.64,,-6048.0
,,e3f997b9-a18c-428e-b058-2734ccedcbd9,Wilmer Technologies LLP,Microsoft 365 Business Standard,5948.0,7018.64,,-5948.0
,,152b5051-853a-4b68-a73b-8e33c6475722,Mount Meru India Private Limited,Microsoft 365 Business Basic,5854.84,6908.72,,-5854.84
,,1b046d4a-4b2e-4b29-8ec1-d23a427d953b,Dubaibc,Microsoft 365 Business Basic,5828.4,6877.51,,-5828.4
,,afcd8581-f9ca-4776-a214-593479158114,DegreeMinusOne,Microsoft 365 Business Standard,5800.0,6844.0,,-5800.0
,,2d05803c-2b4c-456f-bc3a-5e16cc7af694,PAISAPLAN FINANCIAL SERVICES PRIVATE LIMITED,Microsoft 365 Business Basic,5776.26,6815.99,,-5776.26
,,acf47cce-de1d-4afe-8177-671593c94e96,DGS ASSOCIATES,Microsoft 365 Business Basic,5740.0,6773.2,,-5740.0
,,81ab85ba-d27a-4f02-a25a-216ba42daa77,"CHN TECHNOLOGIES,SRI GANESH FORWARDERS",Microsoft 365 Business Basic,5473.16,6458.32,,-5473.16
,,bc490d76-8678-4e7d-8d93-992bd7210540,Royalux Lighting Pvt. Ltd.,Microsoft 365 Business Basic,5466.2,6450.12,,-5466.2
,,87fc6109-4599-4e03-a0af-e908b21fa84f,Jaya Sharma and Associates,Microsoft 365 Business Basic,5118.0,6039.29,,-5118.0
