CP ID,Microsoft Id,Invoice Number,Order Date,Item Id,Item Name,Item Description,Quantity,Unit Price
9,d95edf1e-2c7d-42ee-8e84-163229f87133,202305867,2023-08-30,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [24-Jun-2023 to 30-Jun-2023] [purpletalk.onmicrosoft.com],45,139.53
9,d95edf1e-2c7d-42ee-8e84-163229f87133,202305867,2023-08-30,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Jul-2023 to 18-Jul-2023] [purpletalk.onmicrosoft.com],45,358.8
9,d95edf1e-2c7d-42ee-8e84-163229f87133,202305867,2023-08-30,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [19-Jul-2023 to 31-Jul-2023] [purpletalk.onmicrosoft.com],46,259.13
9,d95edf1e-2c7d-42ee-8e84-163229f87133,202305867,2023-08-30,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Aug-2023 to 29-Aug-2023] [purpletalk.onmicrosoft.com],46,578.07
9,d95edf1e-2c7d-42ee-8e84-163229f87133,202305867,2023-08-30,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [30-Aug-2023 to 31-Aug-2023] [purpletalk.onmicrosoft.com],49,39.87
9,d95edf1e-2c7d-42ee-8e84-163229f87133,202306881,2023-09-16,848,Microsoft Teams Essentials,Microsoft Teams Essentials [16-Sep-2023 to 15-Sep-2024] [purpletalk.onmicrosoft.com],35,1240.0
9,d95edf1e-2c7d-42ee-8e84-163229f87133,202306973,2023-09-21,848,Microsoft Teams Essentials,Microsoft Teams Essentials [16-Sep-2023 to 15-Sep-2024] [xcubelabs.com],35,1240.0
9,d95edf1e-2c7d-42ee-8e84-163229f87133,202307555,2023-10-04,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Sep-2023 to 30-Sep-2023] [purpletalk.onmicrosoft.com],49,598.0
9,d95edf1e-2c7d-42ee-8e84-163229f87133,202308060,2023-10-11,602,Power BI Premium Per User,Power BI Premium Per User [11-Oct-2023 to 10-Oct-2024] [purpletalk.onmicrosoft.com],4,8500.0
9,d95edf1e-2c7d-42ee-8e84-163229f87133,202308093,2023-10-12,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Oct-2023 to 31-Oct-2023] [purpletalk.onmicrosoft.com],49,598.0
9,d95edf1e-2c7d-42ee-8e84-163229f87133,202309238,2023-11-08,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Nov-2023 to 30-Nov-2023] [purpletalk.onmicrosoft.com],49,598.0
9,d95edf1e-2c7d-42ee-8e84-163229f87133,202310526,2023-12-08,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Dec-2023 to 31-Dec-2023] [purpletalk.onmicrosoft.com],49,598.0
9,d95edf1e-2c7d-42ee-8e84-163229f87133,202311267,2024-01-04,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Jan-2024 to 31-Jan-2024] [purpletalk.onmicrosoft.com],49,598.0
9,d95edf1e-2c7d-42ee-8e84-163229f87133,202313064,2024-02-07,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Feb-2024 to 29-Feb-2024] [purpletalk.onmicrosoft.com],49,598.0
14,ff313fd2-564a-45b6-b63b-123b2786d89e,202303138,2023-06-26,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [22-Jun-2023 to 21-Jun-2024] [countonservices.onmicrosoft.com],8,1620.0
29,40f7b4ab-0420-4ca0-b5da-8fc65e333053,202301910,2023-05-26,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [26-May-2023 to 25-May-2024] [thrymr.net],134,1350.0
29,40f7b4ab-0420-4ca0-b5da-8fc65e333053,202301910,2023-05-26,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [26-May-2023 to 25-May-2024] [thrymr.net],6,7442.0
39,53d1ba62-4158-429b-8dc2-e996e938b1ed,202300873,2023-05-03,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [03-May-2023 to 02-May-2024] [watermarkexperience.com],80,1296.0
39,53d1ba62-4158-429b-8dc2-e996e938b1ed,202303590,2023-07-05,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [05-Jul-2023 to 02-May-2024] [watermarkexperience.com],10,1072.92
99,01384a9c-6858-43f0-921c-389974016c80,202301146,2023-05-05,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [05-May-2023 to 04-May-2024] [vestrics.in],105,1350.0
99,01384a9c-6858-43f0-921c-389974016c80,202311216,2024-01-03,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [03-Jan-2024 to 04-May-2024] [vestrics.in],5,453.69
99,01384a9c-6858-43f0-921c-389974016c80,202312356,2024-01-29,614,OneDrive for business (Plan 2),OneDrive for business (Plan 2) [29-Jan-2024 to 28-Feb-2024] [vestrics.in],1,942.0
99,01384a9c-6858-43f0-921c-389974016c80,202313345,2024-02-14,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [14-Feb-2024 to 04-May-2024] [vestrics.in],5,298.77
99,01384a9c-6858-43f0-921c-389974016c80,202313606,2024-02-22,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [22-Feb-2024 to 04-May-2024] [vestrics.in],1,269.26
99,01384a9c-6858-43f0-921c-389974016c80,202313619,2024-02-22,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [22-Feb-2024 to 04-May-2024] [vestrics.in],1,269.26
102,5555870b-8392-404c-94ea-e1ed5fe182b3,202305217,2023-08-05,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [04-Aug-2023 to 03-Aug-2024] [hdworks.in],10,5665.0
102,5555870b-8392-404c-94ea-e1ed5fe182b3,202313324,2024-02-13,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [13-Feb-2024 to 03-Aug-2024] [hdworks.in],5,2677.72
264,5ce8a875-1057-4b7f-8460-177db446e588,202300361,2023-04-13,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [13-Apr-2023 to 20-Oct-2023] [fertis.com],30,3340.67
264,5ce8a875-1057-4b7f-8460-177db446e588,202301977,2023-05-31,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [31-May-2023 to 20-Oct-2023] [fertis.com],30,2501.13
264,5ce8a875-1057-4b7f-8460-177db446e588,202305635,2023-08-19,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [19-Aug-2023 to 20-Oct-2023] [fertis.com],10,1101.9
264,5ce8a875-1057-4b7f-8460-177db446e588,202308308,2023-10-22,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [21-Oct-2023 to 20-Oct-2024] [fertis.com],300,1257.0
264,5ce8a875-1057-4b7f-8460-177db446e588,202308308,2023-10-22,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [21-Oct-2023 to 20-Oct-2024] [fertis.com],120,6751.0
313,f07487d7-3832-4a02-a333-87d56ac87f41,202300405,2023-04-14,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [14-Apr-2023 to 13-Apr-2024] [shantranslation.com],1,1500.0
317,112cddcb-e4af-4364-971f-444e18ff3f98,202302995,2023-06-20,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [20-Jun-2023 to 19-Jun-2024] [mbgcorp.com],1,7500.0
317,112cddcb-e4af-4364-971f-444e18ff3f98,202312003,2024-01-12,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [12-Jan-2024 to 11-Jan-2025] [mbgcorp.com],1,1350.0
317,112cddcb-e4af-4364-971f-444e18ff3f98,202312291,2024-01-24,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [24-Jan-2024 to 19-Jun-2024] [mbgcorp.com],1,3032.79
327,6719248b-c471-4450-a388-9e47b6c987df,202300874,2023-05-03,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [03-May-2023 to 29-Feb-2024] [enerfraprojects.onmicrosoft.com],5,4923.34
327,6719248b-c471-4450-a388-9e47b6c987df,202302108,2023-06-02,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [02-Jun-2023 to 29-Feb-2024] [enerfraprojects.onmicrosoft.com],5,4435.88
327,6719248b-c471-4450-a388-9e47b6c987df,202303076,2023-06-22,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [22-Jun-2023 to 29-Feb-2024] [enerfraprojects.onmicrosoft.com],5,4110.9
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202300008,2023-04-01,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [01-Apr-2023 to 30-Jun-2023] [sduca.onmicrosoft.com],211,300.0
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202300008,2023-04-01,621,Office 365 E3,Office 365 E3 [01-Apr-2023 to 30-Jun-2023] [sduca.onmicrosoft.com],1,3972.0
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202300008,2023-04-01,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [01-Apr-2023 to 30-Jun-2023] [sduca.onmicrosoft.com],11,1596.0
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202302953,2023-06-19,617,Office 365 Extra File Storage,Office 365 Extra File Storage [19-Jun-2023 to 20-Jan-2024] [sduca.onmicrosoft.com],200,109.48
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202303314,2023-07-01,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [01-Jul-2023 to 30-Sep-2023] [sduca.onmicrosoft.com],211,300.0
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202303314,2023-07-01,621,Office 365 E3,Office 365 E3 [01-Jul-2023 to 30-Sep-2023] [sduca.onmicrosoft.com],1,3972.0
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202303314,2023-07-01,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [01-Jul-2023 to 30-Sep-2023] [sduca.onmicrosoft.com],11,1596.0
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202304260,2023-07-19,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [19-Jul-2023 to 30-Sep-2023] [sduca.onmicrosoft.com],10,241.3
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202306896,2023-09-18,617,Office 365 Extra File Storage,Office 365 Extra File Storage [18-Sep-2023 to 20-Jan-2024] [sduca.onmicrosoft.com],100,63.36
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202307250,2023-10-01,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [01-Oct-2023 to 31-Dec-2023] [sduca.onmicrosoft.com],221,300.0
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202307250,2023-10-01,621,Office 365 E3,Office 365 E3 [01-Oct-2023 to 31-Dec-2023] [sduca.onmicrosoft.com],1,3972.0
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202307250,2023-10-01,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [01-Oct-2023 to 31-Dec-2023] [sduca.onmicrosoft.com],11,1596.0
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202309056,2023-11-06,617,Office 365 Extra File Storage,Office 365 Extra File Storage [06-Nov-2023 to 20-Jan-2024] [sduca.onmicrosoft.com],200,38.52
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202309929,2023-12-05,617,Office 365 Extra File Storage,Office 365 Extra File Storage [05-Dec-2023 to 20-Jan-2024] [sduca.onmicrosoft.com],100,23.82
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202311855,2024-01-09,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [01-Jan-2024 to 31-Mar-2024] [sduca.onmicrosoft.com],221,330.0
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202311855,2024-01-09,42,Office 365 E3,Office 365 Enterprise E3 [01-Jan-2024 to 31-Mar-2024] [sduca.onmicrosoft.com],1,4375.0
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202311855,2024-01-09,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [01-Jan-2024 to 31-Mar-2024] [sduca.onmicrosoft.com],11,1750.0
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202312081,2024-01-17,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [17-Jan-2024 to 31-Mar-2024] [sduca.onmicrosoft.com],10,271.33
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202312229,2024-01-23,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [23-Jan-2024 to 31-Mar-2024] [sduca.onmicrosoft.com],5,250.22
357,4f90c7e3-7129-4377-ab8c-1546c00d47ac,202312442,2024-02-01,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [01-Feb-2024 to 31-Mar-2024] [sduca.onmicrosoft.com],10,217.58
359,d94d152b-6af8-401e-a88b-1c8a94982622,202309201,2023-11-08,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [08-Nov-2023 to 07-Nov-2024] [gbsalinewater.onmicrosoft.com],2,6450.0
359,d94d152b-6af8-401e-a88b-1c8a94982622,202309391,2023-11-15,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [08-Nov-2023 to 07-Nov-2024] [gbsalinewater.onmicrosoft.com],2,6540.0
402,3ca74a86-126a-42ca-8ba9-150f68b1fa72,202306731,2023-09-11,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [11-Sep-2023 to 27-Jan-2024] [syenainfosoft.com],10,533.15
402,3ca74a86-126a-42ca-8ba9-150f68b1fa72,202308158,2023-10-16,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [16-Oct-2023 to 27-Jan-2024] [syenainfosoft.com],3,398.9
402,3ca74a86-126a-42ca-8ba9-150f68b1fa72,202312332,2024-01-29,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [28-Jan-2024 to 27-Jan-2025] [syenainfosoft.com],58,1350.0
402,3ca74a86-126a-42ca-8ba9-150f68b1fa72,202312332,2024-01-29,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [28-Jan-2024 to 27-Jan-2025] [syenainfosoft.com],1,7920.0
404,896ca9bb-e79f-4c5e-bd12-0396f2cf5e6a,202308475,2023-10-31,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [31-Oct-2023 to 30-Oct-2024] [aklawchambers.com],31,1300.0
404,896ca9bb-e79f-4c5e-bd12-0396f2cf5e6a,202308475,2023-10-31,666,Exchange Online Archiving for Exchange Online,Exchange Online Archiving for Exchange Online [31-Oct-2023 to 30-Oct-2024] [aklawchambers.com],8,2600.0
405,381f949e-48ca-4e2a-bfd6-e8ec9d8777e7,202300662,2023-04-27,666,Exchange Online Archiving for Exchange Online,Exchange Online Archiving for Exchange Online [27-Apr-2023 to 13-Aug-2023] [skclab.onmicrosoft.com],1,794.36
405,381f949e-48ca-4e2a-bfd6-e8ec9d8777e7,202305483,2023-08-14,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [14-Aug-2023 to 13-Aug-2024] [skclab.onmicrosoft.com],17,1570.0
429,28ca10c1-2f7f-4932-b5a2-220987cb3cc8,202313245,2024-02-11,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [10-Feb-2024 to 09-Feb-2025] [aforbusiness.com],2,7300.0
497,4f7b72b8-868a-4ee7-b915-324bade01ab2,202301408,2023-05-09,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [17-May-2023 to 16-May-2024] [saanvifashions.onmicrosoft.com],1,7080.0
567,c6966b0c-e75b-4c30-8a83-faf9d6d4e276,202301475,2023-05-09,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [09-May-2023 to 08-May-2024] [sapienbio.co.in],1,1500.0
626,0742f5db-9579-411d-b467-50b011256237,202302092,2023-06-02,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [02-Jun-2023 to 01-Dec-2023] [techo2.com],23,625.0
626,0742f5db-9579-411d-b467-50b011256237,202309892,2023-12-04,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [02-Dec-2023 to 01-Jun-2024] [techo2.com],16,650.0
626,0742f5db-9579-411d-b467-50b011256237,202313531,2024-02-19,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [19-Feb-2024 to 01-Jun-2024] [techo2.com],1,369.4
629,997ee121-2c57-4326-943a-b268a4ed5415,202311068,2023-12-29,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [29-Dec-2023 to 28-Dec-2024] [Hyniva.com],108,1400.0
629,997ee121-2c57-4326-943a-b268a4ed5415,202313174,2024-02-08,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [08-Feb-2024 to 28-Dec-2024] [Hyniva.com],7,1243.17
629,997ee121-2c57-4326-943a-b268a4ed5415,202313268,2024-02-12,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [12-Feb-2024 to 28-Dec-2024] [Hyniva.com],5,1227.87
759,d6a54750-2e86-4d95-8dce-6624db1fe568,202309887,2023-12-04,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [02-Dec-2023 to 01-Dec-2024] [seertreeglobal.onmicrosoft.com],3,7000.0
826,38682bc4-20d9-495b-bdb4-2c7caa87177e,202304575,2023-07-29,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [20-May-2023 to 19-Nov-2023] [bridgesoft.com],130,660.0
826,38682bc4-20d9-495b-bdb4-2c7caa87177e,202304575,2023-07-29,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [20-May-2023 to 19-Nov-2023] [bridgesoft.com],25,2950.0
826,38682bc4-20d9-495b-bdb4-2c7caa87177e,202309434,2023-11-16,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [16-Nov-2023 to 15-May-2024] [bridgesoft.com],140,660.0
826,38682bc4-20d9-495b-bdb4-2c7caa87177e,202309434,2023-11-16,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [16-Nov-2023 to 15-May-2024] [bridgesoft.com],25,2950.0
826,38682bc4-20d9-495b-bdb4-2c7caa87177e,202313208,2024-02-08,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [08-Feb-2024 to 15-May-2024] [bridgesoft.com],20,355.38
869,8f0eec4c-76b6-4829-a110-e55e181958c5,202300200,2023-04-09,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Apr-2023 to 30-Apr-2023] [sequel.co.in],55,470.0
869,8f0eec4c-76b6-4829-a110-e55e181958c5,202301174,2023-05-05,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-May-2023 to 31-May-2023] [sequel.co.in],55,470.0
869,8f0eec4c-76b6-4829-a110-e55e181958c5,202302684,2023-06-08,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Jun-2023 to 30-Jun-2023] [sequel.co.in],55,470.0
869,8f0eec4c-76b6-4829-a110-e55e181958c5,202304111,2023-07-12,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Jul-2023 to 31-Jul-2023] [sequel.co.in],55,500.0
869,8f0eec4c-76b6-4829-a110-e55e181958c5,202304736,2023-08-01,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Aug-2023 to 31-Aug-2023] [sequel.co.in],55,500.0
869,8f0eec4c-76b6-4829-a110-e55e181958c5,202306685,2023-09-08,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Sep-2023 to 30-Sep-2023] [sequel.co.in],55,500.0
869,8f0eec4c-76b6-4829-a110-e55e181958c5,202307548,2023-10-04,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Oct-2023 to 31-Oct-2023] [sequel.co.in],55,500.0
869,8f0eec4c-76b6-4829-a110-e55e181958c5,202309103,2023-11-06,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Oct-2023 to 31-Oct-2023] [sequel.co.in],55,500.0
869,8f0eec4c-76b6-4829-a110-e55e181958c5,202310579,2023-12-11,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Nov-2023 to 30-Nov-2023] [sequel.co.in],55,500.0
869,8f0eec4c-76b6-4829-a110-e55e181958c5,202311200,2024-01-02,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Dec-2023 to 31-Dec-2023] [sequel.co.in],55,500.0
869,8f0eec4c-76b6-4829-a110-e55e181958c5,202312156,2024-01-18,595,Power BI Pro,Power BI Pro [18-Jan-2024 to 17-Jan-2025] [sequel.co.in],1,7850.0
869,8f0eec4c-76b6-4829-a110-e55e181958c5,202313166,2024-02-07,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [01-Jan-2024 to 31-Jan-2024] [sequel.co.in],55,500.0
880,3de11776-8388-4841-9ef6-440fb6da995f,202309671,2023-11-27,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [27-Nov-2023 to 26-Nov-2024] [konarksolartech.com],3,1500.0
887,f786b90f-bdb3-4f0f-9690-7a31491dae66,202308073,2023-10-12,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [11-Oct-2023 to 10-Apr-2024] [thehighwall.com],2,810.0
892,e2677a81-aa53-4e63-b026-65c5de9fadd9,202303362,2023-07-02,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [02-Jul-2023 to 30-Oct-2023] [abaltech.com],12,397.81
892,e2677a81-aa53-4e63-b026-65c5de9fadd9,202303363,2023-07-02,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [02-Jul-2023 to 24-Feb-2024] [abaltech.com],1,3892.77
892,e2677a81-aa53-4e63-b026-65c5de9fadd9,202306076,2023-09-05,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [05-Sep-2023 to 06-Feb-2024] [arcsolutions.us],4,556.3
892,e2677a81-aa53-4e63-b026-65c5de9fadd9,202306083,2023-09-05,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [05-Sep-2023 to 24-Feb-2024] [abaltech.com],1,2829.62
892,e2677a81-aa53-4e63-b026-65c5de9fadd9,202308552,2023-11-01,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [31-Oct-2023 to 30-Oct-2024] [abaltech.com],104,1340.0
892,e2677a81-aa53-4e63-b026-65c5de9fadd9,202311891,2024-01-10,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [10-Jan-2024 to 06-Feb-2024] [arcsolutions.us],5,100.49
892,e2677a81-aa53-4e63-b026-65c5de9fadd9,202312009,2024-01-12,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [12-Jan-2024 to 06-Feb-2024] [arcsolutions.us],7,93.32
892,e2677a81-aa53-4e63-b026-65c5de9fadd9,202313188,2024-02-08,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [07-Feb-2024 to 31-Jan-2025] [arcsolutions.us],46,1451.62
892,e2677a81-aa53-4e63-b026-65c5de9fadd9,202313188,2024-02-08,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [25-Feb-2024 to 31-Jan-2025] [arcsolutions.us],5,5835.89
915,23fe6538-3cba-4732-83eb-969e071634fd,202305800,2023-08-28,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [07-Sep-2023 to 06-Sep-2024] [ehooksystems.com],9,1620.0
944,f8cdb7da-0f45-4edc-a078-1e450a9e61d2,202300748,2023-05-01,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [01-May-2023 to 30-Apr-2024] [aklrca.com],4,1400.0
1021,3416fd8b-5c76-433b-b660-781f25107dde,202306624,2023-09-08,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [07-Sep-2023 to 06-Sep-2024] [foyrcom.onmicrosoft.com],8,5700.0
1075,4c75d0ca-6dc7-4b64-8c2f-080c49a8ceae,202301779,2023-05-23,298,Exchange Online (Plan 2),Exchange Online (Plan 2) [22-May-2023 to 09-Feb-2024] [studioparametric.com],1,4990.68
1075,4c75d0ca-6dc7-4b64-8c2f-080c49a8ceae,202306850,2023-09-15,659,Microsoft 365 Apps for business,Microsoft 365 Apps for business [15-Sep-2023 to 14-Sep-2024] [studioparametricarchitects.onmicrosoft.com],7,5900.0
1079,a5c8bca9-4e06-4d8e-a970-ad730c496f20,202304514,2023-07-27,60,Microsoft 365 Business Basic India,Microsoft 365 Business Basic India [27-Jul-2023 to 23-Feb-2024] [excelpackagings.com],7,784.11
1079,a5c8bca9-4e06-4d8e-a970-ad730c496f20,202310872,2023-12-20,60,Microsoft 365 Business Basic India,Microsoft 365 Business Basic India [20-Dec-2023 to 23-Feb-2024] [excelpackagings.com],10,244.11
1079,a5c8bca9-4e06-4d8e-a970-ad730c496f20,202313669,2024-02-24,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [24-Feb-2024 to 23-Feb-2025] [excelpackagings.com],34,1485.0
1102,5c99cb24-b716-481e-841e-5613a81dfc7e,202304040,2023-07-10,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [23-Jul-2023 to 22-Jul-2024] [siriuszip.com],25,1350.0
1135,fef555c0-df81-4381-88ad-09a83a9dbbb2,202305853,2023-08-29,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [29-Aug-2023 to 28-Aug-2024] [rconnectllc.com],6,1620.0
1162,569e2665-9c62-4a3a-8113-c1bec0eb2dad,202304521,2023-07-27,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [27-Jul-2023 to 17-Aug-2023] [mdtpartners.com],3,87.4
1162,569e2665-9c62-4a3a-8113-c1bec0eb2dad,202305636,2023-08-19,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [18-Aug-2023 to 17-Aug-2024] [mdtpartners.com],29,1620.0
1193,b840487e-befd-4371-91ee-a67a262f9b00,202300352,2023-04-13,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [12-Apr-2023 to 11-Apr-2024] [shc.org.in],10,1420.0
1193,b840487e-befd-4371-91ee-a67a262f9b00,202300352,2023-04-13,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [12-Apr-2023 to 11-Apr-2024] [shc.org.in],13,7400.0
1193,b840487e-befd-4371-91ee-a67a262f9b00,202305842,2023-08-29,307,Microsoft 365 Business Basic,Microsoft 365 Business Basic [29-Aug-2023 to 11-Apr-2024] [shc.org.in],1,880.71
1193,b840487e-befd-4371-91ee-a67a262f9b00,202307079,2023-09-25,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [25-Sep-2023 to 11-Apr-2024] [shc.org.in],1,4043.72
1227,7c6cb87f-5823-4f6d-8042-b3b51d52b63f,202305807,2023-08-28,614,OneDrive for business (Plan 2),OneDrive for business (Plan 2) [28-Aug-2023 to 27-Aug-2024] [mindlogicx.onmicrosoft.com],2,8300.0
1229,667380e5-971d-4294-8c38-fd07e3381129,202301766,2023-05-22,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [22-May-2023 to 23-Jan-2024] [avtecin.onmicrosoft.com],1,4398.63
1229,667380e5-971d-4294-8c38-fd07e3381129,202301874,2023-05-25,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [22-May-2023 to 23-Jan-2024] [avtecin.onmicrosoft.com],1,4398.63
1229,667380e5-971d-4294-8c38-fd07e3381129,202303075,2023-06-22,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [22-Jun-2023 to 23-Jan-2024] [avtecin.onmicrosoft.com],2,3846.58
1229,667380e5-971d-4294-8c38-fd07e3381129,202306713,2023-09-11,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [11-Sep-2023 to 23-Jan-2024] [avtecin.onmicrosoft.com],1,2404.11
1229,667380e5-971d-4294-8c38-fd07e3381129,202308547,2023-11-01,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [01-Nov-2023 to 23-Jan-2024] [avtecin.onmicrosoft.com],1,1495.89
1229,667380e5-971d-4294-8c38-fd07e3381129,202312298,2024-01-25,654,Microsoft 365 Business Standard,Microsoft 365 Business Standard [24-Jan-2024 to 23-Jan-2025] [avtecin.onmicrosoft.com],3,7150.0
