customerId,customerName,skuName,invoiceMonth,total
c6773c98-4af8-4d23-8f4e-d23b58dfe2a7,INFOLOGY,Microsoft 365 Apps for business,2022-04-01,864.0
ce869ded-002d-4b95-ac13-1496c7585c63,TRDFIN Support Services Private Limited,Exchange Online Kiosk,2022-04-01,134560.0
cee09dbf-a78f-4c81-9d1d-4dcd719772ea,Technoflair Solutions India Private Limited,Microsoft 365 Business Basic,2022-04-01,3990.0
d07174c6-6225-47be-87cb-16fad1d2d01c,Mount Meru India Pvt. Ltd.,Exchange Online Archiving for Exchange Online,2022-04-01,0.0
d07174c6-6225-47be-87cb-16fad1d2d01c,Mount Meru India Pvt. Ltd.,Microsoft 365 Business Basic,2022-04-01,1140.0
d2781ccb-abb1-410d-969f-b1259cc2a697,Y-Axis Solutions Pvt. Ltd,Exchange Online (Plan 2),2022-04-01,6878.950000000001
d2781ccb-abb1-410d-969f-b1259cc2a697,Y-Axis Solutions Pvt. Ltd,Microsoft 365 Business Basic,2022-04-01,28500.0
d2781ccb-abb1-410d-969f-b1259cc2a697,Y-Axis Solutions Pvt. Ltd,Office 365 E1,2022-04-01,579025.0
d2781ccb-abb1-410d-969f-b1259cc2a697,Y-Axis Solutions Pvt. Ltd,Office 365 E3,2022-04-01,28277.690000000002
d69fd9d5-b000-49b5-b8f7-5591f21c0f89,Innovation IT Solutions,Microsoft 365 Business Basic,2022-04-01,700.0
dd9820b0-f3ee-40db-9de4-803ab9c021ca,LOGITRAD,Microsoft 365 Business Basic,2022-04-01,456.0
de4a7d22-8278-420d-a7bc-2dbd213ef2a5,ATC Online LLP,Microsoft 365 Business Basic,2022-04-01,12960.0
ded387ba-889f-4b78-88bd-9228aca4ca2d,SRIT INDIA PRIVATE LIMITED,Microsoft 365 Business Basic,2022-04-01,21375.0
df8a21f1-7dde-4d44-a5b0-ad8390ed0b77,MERABT TECHNOLOGIES PRIVATE LIMITED,Microsoft 365 Business Basic,2022-04-01,1103.25
e10ecc39-e13b-4cc7-a7e9-a7f8b6e5721b,Reliable Fashions India Pvt Ltd.,Exchange Online Archiving for Exchange Online,2022-04-01,344.0
e10ecc39-e13b-4cc7-a7e9-a7f8b6e5721b,Reliable Fashions India Pvt Ltd.,Microsoft 365 Business Basic,2022-04-01,6000.0
e2677a81-aa53-4e63-b026-65c5de9fadd9,"ABAL Technologies, Inc",Microsoft 365 Apps for business,2022-04-01,820.8
e7067c36-169b-45f5-bc6a-130d12a958b5,trroyls.in,Microsoft 365 Business Basic,2022-04-01,2850.0
e9ff19c4-3b67-4531-a01f-2e58e25ec034,CLOUDPERITUS (INDIA) PRIVATE LIMITED,Microsoft 365 Apps for business,2022-04-01,2052.0
eab53dd5-a8e0-44ab-947b-4699324f7d2d,vestrosolvents.com,Power BI Pro,2022-04-01,576.0
ec068de5-c079-4692-9e9a-62d63332ad65,Vector India Pvt Ltd,Microsoft 365 Business Basic,2022-04-01,6960.34
ec3e5227-4517-4eb4-a9be-09e4bafa8613,Nagaraja Narayanappa,Microsoft 365 Business Basic,2022-04-01,100.0
ec730351-d157-471e-9258-3ba12318dee9,Florence Shoe Company Pvt Ltd,Microsoft 365 Business Basic,2022-04-01,7600.0
ed06b59f-1dd7-4fd3-8feb-dc16e148ff63,Pixel Stamps,Microsoft 365 Business Basic,2022-04-01,285.0
ed861b21-6296-4517-9dc5-b3491f00b1b8,Pradeep Computers,Microsoft 365 Business Basic,2022-04-01,950.0
f54242ed-b80b-42ce-abc2-f3e805584c30,Mount Meru India Pvt. Ltd.,Microsoft 365 Business Basic,2022-04-01,2052.0
fdc5747b-eaed-439e-9ff1-4d5d13074c72,COEXLION PRIVATE LIMITED,Microsoft 365 Business Basic,2022-04-01,760.0
fdc5747b-eaed-439e-9ff1-4d5d13074c72,COEXLION PRIVATE LIMITED,Microsoft 365 Business Standard,2022-04-01,4201.880000000001
01384a9c-6858-43f0-921c-389974016c80,Vestrics Solutions Private Limited,Microsoft 365 Business Basic,2022-05-01,10000.0
02c4457a-a5d2-4c87-8d55-236936fadd37,Laxmi Infobahn Private Limited,Microsoft 365 Business Basic,2022-05-01,3000.0
05ddaa7c-49b1-45fe-9f1a-3a0955dba2f7,Mukunda Foods Private Limited,Microsoft 365 Business Basic,2022-05-01,9040.260000000002
05ddaa7c-49b1-45fe-9f1a-3a0955dba2f7,Mukunda Foods Private Limited,Microsoft 365 Business Standard,2022-05-01,1516.2
06298ea5-52cf-42e1-affe-963be432f36f,NS Polyglobe,Microsoft 365 Business Basic,2022-05-01,100.0
