,Service Name,SKU Name,SKU ID,Date Added
0,Secured Postgresql on Windows 2012 R2 (3F7D-6DF5-9FEA),Licensing Fee for Standard Plan on VM with 0 to 1 VCPU,578C-5A2A-71EF,"July 31, 2020"
1,Secured Postgresql on Windows 2012 R2 (3F7D-6DF5-9FEA),Licensing Fee for Standard Plan on VM with 12 VCPU or more,4202-525F-A28E,"July 31, 2020"
2,Secured Postgresql on Windows 2012 R2 (3F7D-6DF5-9FEA),Licensing Fee for Standard Plan on VM with 2 to 3 VCPU,541B-FA7D-6F74,"July 31, 2020"
3,Secured Postgresql on Windows 2012 R2 (3F7D-6DF5-9FEA),Licensing Fee for Standard Plan on VM with 4 to 7 VCPU,50F1-C345-C351,"July 31, 2020"
4,Secured Postgresql on Windows 2012 R2 (3F7D-6DF5-9FEA),Licensing Fee for Standard Plan on VM with 8 to 11 VCPU,F5FB-C04B-51D4,"July 31, 2020"
5,10TB All-Flash Qumulo File System Instance (FC98-BA31-7279),Licensing Fee for Standard Plan,DF8E-D1EC-B83E,"August 1, 2020"
6,3CX (DF08-BD3F-562D),Licensing Fee for Standard Plan,914E-D968-D7C7,"July 30, 2020"
7,5TB Hybrid Qumulo File System Instance (3100-DC74-AA0A),Licensing Fee for Standard Plan,F9ED-6568-E6E2,"August 1, 2020"
8,ACTIVEMQ (181E-332A-5B53),Licensing Fee for Standard Plan,FC19-2EE7-92FA,"July 31, 2020"
9,ADFS Windows Server 2016 (EEF5-99AE-6778),Licensing Fee for Standard Plan,B4AB-21B8-0D01,"July 31, 2020"
10,ADFS Windows Server 2019 (9706-C845-9EFE),Licensing Fee for Standard Plan,2E2B-A1A7-820D,"June 26, 2020"
11,AERIS Aeris Integration Service (039C-114D-082B),Premium Devices,A8F1-B18A-698E,"September 22, 2020"
12,AERIS Aeris Integration Service (039C-114D-082B),Standard Devices,A0A5-E53E-40C7,"September 22, 2020"
13,"AI/ML development, training & inference using Python & Jupyter (0E69-0162-6B36)",Licensing Fee for Standard Plan,862A-B0AB-7DBE,"August 1, 2020"
14,AISE PyTorch CPU Production (1E0A-E060-C394),Licensing Fee for Standard Plan,8ABC-2693-C551,"August 31, 2020"
15,AISE PyTorch NVidia GPU Production (3CEF-4445-C395),Licensing Fee for Standard Plan,ACC4-11B1-E498,"August 31, 2020"
16,AISE TensorFlow NVidia GPU Production (ADA4-0368-578C),Licensing Fee for Standard Plan,C304-E03F-08F9,"August 31, 2020"
17,ANALOG INNOVATION PVT LTD Parity (84FB-5EB1-AFB0),Licensing Fee for Parity on VM (CPU cost),9104-4F90-2388,"August 1, 2020"
18,ANALOG INNOVATION PVT LTD Parity (84FB-5EB1-AFB0),Licensing Fee for Parity on VM (RAM cost),4C76-64F9-C7E3,"August 1, 2020"
19,AODocs (EE7E-DBB7-8693),AODocs Application Platform Usage aodocs application platform per month,CAE7-17AA-D72B,"July 9, 2021"
20,AODocs (EE7E-DBB7-8693),AODocs Document Management Usage aodocs document management per month,009A-A46C-C4DA,"July 9, 2021"
21,APEX Protection Storage for Google (DDVE) (5536-FA17-93E2),Licensing Fee for Standard Plan,1510-9824-992E,"July 30, 2020"
22,API Secure (C4EF-6F54-1EC6),Enterprise API Security,247F-D645-1862,"June 26, 2020"
23,API Secure (C4EF-6F54-1EC6),Enterprise Serverless App Security,FDEA-422B-2A47,"June 26, 2020"
24,API Secure (C4EF-6F54-1EC6),Enterprise Storage & Database Security,DC7F-E072-5D11,"June 26, 2020"
25,API Secure (C4EF-6F54-1EC6),Enterprise WebApps Security,7BC9-CB27-8D95,"June 26, 2020"
26,API Secure (C4EF-6F54-1EC6),Standard API Security,A72F-E6A0-A493,"June 26, 2020"
27,API Secure (C4EF-6F54-1EC6),Standard Serverless App Security,05A6-4B3A-988F,"June 26, 2020"
28,API Secure (C4EF-6F54-1EC6),Standard Storage & Database Security,BB25-1D95-4F0B,"June 26, 2020"
29,API Secure (C4EF-6F54-1EC6),Standard WebApps Security,FDDF-BE28-3DA4,"June 26, 2020"
30,ASP.NET Framework (3143-A712-DB14),Licensing Fee for Standard Plan,6075-9298-8C3D,"July 30, 2020"
31,ATutor (AB58-81D8-F401),Licensing Fee for Standard Plan,F91E-9F73-6DDC,"July 31, 2020"
32,AXI AI Forecast ML (B681-1E96-9DE3),Licensing Fee for AXI AI Forecast ML,3B15-E65F-E92B,"June 26, 2020"
33,AXI AI SAP EasyConnect (4898-7F3B-F8BB),Licensing Fee for SAP BW Easy Connect,3E5F-28E3-5BA0,"June 26, 2020"
34,AXI AI SAP EasyConnect Plus (C096-CD96-16B6),Licensing Fee for AXI AI SAP EasyConnect Plus,2C64-F099-3BEF,"June 26, 2020"
35,AbanteCart packaged by Bitnami (0FFD-2C95-82EC),Licensing Fee for Standard Mode,87B0-F49B-4B85,"June 26, 2020"
36,Abantecart on Ubuntu 16.04 LTS (25E7-0954-E177),Licensing Fee for Standard Plan on VM with 0 to 1 VCPU,A563-CEFB-1AB6,"July 30, 2020"
37,Abantecart on Ubuntu 16.04 LTS (25E7-0954-E177),Licensing Fee for Standard Plan on VM with 12 VCPU or more,DC00-C587-3009,"July 30, 2020"
38,Abantecart on Ubuntu 16.04 LTS (25E7-0954-E177),Licensing Fee for Standard Plan on VM with 2 to 3 VCPU,0057-2D41-3475,"July 30, 2020"
39,Abantecart on Ubuntu 16.04 LTS (25E7-0954-E177),Licensing Fee for Standard Plan on VM with 4 to 7 VCPU,74FA-F6B0-D4B8,"July 30, 2020"
40,Abantecart on Ubuntu 16.04 LTS (25E7-0954-E177),Licensing Fee for Standard Plan on VM with 8 to 11 VCPU,88CE-4A18-BA60,"July 30, 2020"
41,Abzooba Inc. xpresso-ai (75BA-3F18-565B),Licensing Fee for xpresso-ai,FA4F-8338-56F0,"February 3, 2021"
42,Accelerated Caprover (639F-0553-F948),Licensing Fee for Standard Plan,9422-AE37-CC8C,"May 8, 2021"
43,Accelerated Cloudpanel (CF19-8E92-8CCB),Licensing Fee for Standard Plan,A567-7A4E-5225,"January 12, 2021"
44,Accelerated Ghost (A041-B732-93B4),Licensing Fee for Standard Plan,CECF-D281-C97A,"May 8, 2021"
45,Accelerated Joomla (D931-C0D6-087A),Licensing Fee for Standard Plan,116E-0F8F-A85A,"May 8, 2021"
46,Acquia Drupal 7 on Windows 2012 R2 (4A57-7492-0338),Licensing Fee for Standard Plan on VM with 0 to 1 VCPU,339A-8440-EA90,"July 30, 2020"
47,Acquia Drupal 7 on Windows 2012 R2 (4A57-7492-0338),Licensing Fee for Standard Plan on VM with 12 VCPU or more,B301-31EB-3D76,"July 30, 2020"
48,Acquia Drupal 7 on Windows 2012 R2 (4A57-7492-0338),Licensing Fee for Standard Plan on VM with 2 to 3 VCPU,DD27-DCEB-061F,"July 30, 2020"
49,Acquia Drupal 7 on Windows 2012 R2 (4A57-7492-0338),Licensing Fee for Standard Plan on VM with 4 to 7 VCPU,8F8F-1A4F-C027,"July 30, 2020"
50,Acquia Drupal 7 on Windows 2012 R2 (4A57-7492-0338),Licensing Fee for Standard Plan on VM with 8 to 11 VCPU,110D-D989-0B22,"July 30, 2020"
51,Acquia Drupal on Red Hat Enterprise Linux 7 (CEE1-AB33-61D7),Licensing Fee for Standard Plan on VM with 0 to 1 VCPU,23D7-CE1B-F092,"July 30, 2020"
52,Acquia Drupal on Red Hat Enterprise Linux 7 (CEE1-AB33-61D7),Licensing Fee for Standard Plan on VM with 12 VCPU or more,504F-42CA-1D3E,"July 30, 2020"
53,Acquia Drupal on Red Hat Enterprise Linux 7 (CEE1-AB33-61D7),Licensing Fee for Standard Plan on VM with 2 to 3 VCPU,64F6-21C4-9498,"July 30, 2020"
54,Acquia Drupal on Red Hat Enterprise Linux 7 (CEE1-AB33-61D7),Licensing Fee for Standard Plan on VM with 4 to 7 VCPU,5DCC-4FBA-7C74,"July 30, 2020"
55,Acquia Drupal on Red Hat Enterprise Linux 7 (CEE1-AB33-61D7),Licensing Fee for Standard Plan on VM with 8 to 11 VCPU,1A79-986E-6914,"July 30, 2020"
56,Acquia Drupal on Ubuntu 14.04 LTS (646F-466D-4C79),Licensing Fee for Standard Plan on VM with 0 to 1 VCPU,A82C-8506-23D0,"July 30, 2020"
57,Acquia Drupal on Ubuntu 14.04 LTS (646F-466D-4C79),Licensing Fee for Standard Plan on VM with 12 VCPU or more,F32E-B921-ABE0,"July 30, 2020"
58,Acquia Drupal on Ubuntu 14.04 LTS (646F-466D-4C79),Licensing Fee for Standard Plan on VM with 2 to 3 VCPU,6DC2-B4D7-B853,"July 30, 2020"
59,Acquia Drupal on Ubuntu 14.04 LTS (646F-466D-4C79),Licensing Fee for Standard Plan on VM with 4 to 7 VCPU,E538-B506-36B3,"July 30, 2020"
60,Acquia Drupal on Ubuntu 14.04 LTS (646F-466D-4C79),Licensing Fee for Standard Plan on VM with 8 to 11 VCPU,9CDA-5EE6-6CF0,"July 30, 2020"
61,Actifio GO (4A40-16E8-DE2D),Disaster Recovery usage,B28D-8AA9-C6CD,"November 9, 2020"
62,Actifio GO (4A40-16E8-DE2D),Test Data Management usage. Includes usage of virtual clone activity,2338-D02B-3762,"December 22, 2020"
63,Actifio GO (4A40-16E8-DE2D),"Tier1 Database backup usage. Includes backup of SAP HANA, SAP ASE, SAP MAXdb, Oracle and DB2",3D0D-3141-7F14,"November 9, 2020"
64,Actifio GO (4A40-16E8-DE2D),"Tier2 Database backup usage. Includes backup of Microsoft SQL Server, MySQL, PostgreSQL, MongoDB",6E41-BF0E-6837,"November 9, 2020"
65,Actifio GO (4A40-16E8-DE2D),Virtual Machine backup usage,7FCA-1D91-D1FF,"November 9, 2020"
66,Actifio GO for GCP (FF70-CD65-E285),GO 120G GBucks,C2B2-F40B-5B90,"June 26, 2020"
67,Actifio GO for GCP (FF70-CD65-E285),GO 150G GBucks,3339-04F3-AE4F,"June 26, 2020"
68,Actifio GO for GCP (FF70-CD65-E285),GO 15G GBucks,CB9A-6CE1-8F31,"June 26, 2020"
69,Actifio GO for GCP (FF70-CD65-E285),GO 30G GBucks,B32A-8803-A61A,"June 26, 2020"
70,Actifio GO for GCP (FF70-CD65-E285),GO 3G GBucks,D81D-ECF2-6D04,"June 26, 2020"
71,Actifio GO for GCP (FF70-CD65-E285),GO 60G GBucks,35BC-0461-01F0,"June 26, 2020"
72,Actifio GO for GCP (FF70-CD65-E285),GO 7G GBucks,FF3F-E5CC-6211,"June 26, 2020"
73,Actifio GO for GCP (FF70-CD65-E285),GO 90G GBucks,A062-2585-AD87,"June 26, 2020"
74,Actifio GO for GCP (FF70-CD65-E285),Standard Monthly MS SQL Backups,23A6-AEFD-B4E1,"June 26, 2020"
75,Actifio GO for GCP (FF70-CD65-E285),Standard Monthly Other DB Backups,5C4C-FA0D-A178,"June 26, 2020"
76,Actifio GO for GCP (FF70-CD65-E285),Standard Monthly SAP HANA Backups,305C-E76A-D497,"June 26, 2020"
77,Actifio GO for GCP (FF70-CD65-E285),Standard Monthly VM Hours,59F4-1628-8AF0,"June 26, 2020"
78,Actifio Sky (99C8-DA1D-7384),Licensing Fee for Standard Plan,16E8-6E81-63C1,"August 1, 2020"
79,Active Directory Certificate Services PKI on Windows Server 2016 (64F4-C615-7E18),Licensing Fee for Standard Plan,E77B-33FD-2EC1,"January 1, 2021"
80,Active Directory Certificate Services PKI on Windows Server 2019 (0C29-4558-56A5),Licensing Fee for Standard Plan,B6BB-ADE1-8E2D,"January 1, 2021"
81,Active Directory Domain Controller 2016 (1CB2-E83D-FE7E),Licensing Fee for Standard Plan,015C-0BCE-6C00,"July 31, 2020"
82,Active Directory Domain Controller 2019 (158F-556F-4845),Licensing Fee for Standard Plan,778E-8F68-C070,"July 31, 2020"
83,ActiveMQ packaged by Bitnami (565F-9A07-60D4),Licensing Fee for Standard Mode,3EEE-F0C3-DF8E,"June 26, 2020"
84,Advance WordPress (EACB-FC91-B338),Licensing Fee for Standard Plan,760B-15A8-E9FB,"March 5, 2021"
85,Adverity (0042-8437-FF55),Enterprise Row Actions,116E-5DA7-23CF,"June 19, 2021"
86,Adverity (0042-8437-FF55),Premium - Large Row Actions,2A3D-5838-93D5,"June 19, 2021"
87,Adverity (0042-8437-FF55),Premium - Medium Row Actions,2007-1362-F713,"June 19, 2021"
88,Adverity (0042-8437-FF55),Premium - Small Row Actions,94BF-52B1-7B16,"June 19, 2021"
89,Adverity (0042-8437-FF55),Professional Row Actions,0774-DAA3-6584,"February 20, 2022"
90,Adverity (0042-8437-FF55),Quick Start - Large Row Actions,FBF1-D8C3-F5D5,"June 19, 2021"
91,Adverity (0042-8437-FF55),Quick Start - Medium Row Actions,0281-389C-6457,"June 19, 2021"
92,Adverity (0042-8437-FF55),Quick Start - Small Row Actions,6882-4AB8-B659,"June 19, 2021"
93,Adverity (0042-8437-FF55),Quick Start Row Actions,4410-9D97-885A,"February 20, 2022"
94,Aerospike Enterprise Edition (8309-883F-5FD6),Licensing Fee for Standard Plan,5169-E427-EE88,"June 26, 2020"
95,Aerospike Enterprise Edition for GKE (BFB3-57CC-CA94),Standard Plan Data storage,572C-A046-8677,"June 26, 2020"
96,Aerospike Enterprise Edition with ACMv5 (29C1-832D-92FE),Licensing Fee for Aerospike EE - 3.14+,EB57-C879-604E,"June 26, 2020"
97,Airlock Gateway 7.4 (6BD3-BF6B-4CAE),Licensing Fee for Standard Plan,5CCD-CB07-9692,"June 26, 2020"
98,Airlock Gateway 7.5 (808A-FF31-2398),Licensing Fee for Standard Plan,A81E-855A-1E20,"December 25, 2020"
99,Airlock Gateway 7.6 (BE37-0FCF-2D61),Licensing Fee for Standard Plan,91E9-B4EB-2AE1,"June 13, 2021"
100,Airlock Gateway 7.7 (1866-8E60-9018),Licensing Fee for Standard Plan,B5A0-BA28-ED1C,"November 19, 2021"
101,Airtable (A668-ABC5-9B82),Licensing Fee for Standard Plan,C0D3-D768-F6A4,"October 29, 2021"
102,Aiven Managed Database Services (AA51-DD00-0D8F),Aiven Aiven for Apache Cassandra,3D41-A02E-C88E,"March 19, 2021"
103,Aiven Managed Database Services (AA51-DD00-0D8F),Aiven Aiven for Apache Flink,3817-EDCF-4F9F,"January 29, 2022"
104,Aiven Managed Database Services (AA51-DD00-0D8F),Aiven Aiven for Apache Kafka,E2DA-909F-A694,"March 19, 2021"
105,Aiven Managed Database Services (AA51-DD00-0D8F),Aiven Aiven for Apache Kafka Connect,C211-3DDE-FE13,"March 19, 2021"
106,Aiven Managed Database Services (AA51-DD00-0D8F),Aiven Aiven for Apache Kafka MirrorMaker 2,190E-7D76-6E43,"March 19, 2021"
107,Aiven Managed Database Services (AA51-DD00-0D8F),Aiven Aiven for Clickhouse,A624-527C-0441,"January 29, 2022"
108,Aiven Managed Database Services (AA51-DD00-0D8F),Aiven Aiven for Elasticsearch,4D47-05A5-3268,"March 19, 2021"
109,Aiven Managed Database Services (AA51-DD00-0D8F),Aiven Aiven for Grafana,7A34-1CCA-9334,"March 19, 2021"
110,Aiven Managed Database Services (AA51-DD00-0D8F),Aiven Aiven for M3,590D-99F2-1DAB,"March 19, 2021"
111,Aiven Managed Database Services (AA51-DD00-0D8F),Aiven Aiven for M3 Aggregator,1EBD-3577-F827,"March 19, 2021"
112,Aiven Managed Database Services (AA51-DD00-0D8F),Aiven Aiven for MySQL,EBD2-E776-2F10,"March 19, 2021"
113,Aiven Managed Database Services (AA51-DD00-0D8F),Aiven Aiven for OpenSearch,8881-4DE9-7246,"September 15, 2021"
114,Aiven Managed Database Services (AA51-DD00-0D8F),Aiven Aiven for PostgreSQL,707E-B8A1-6891,"March 19, 2021"
115,Aiven Managed Database Services (AA51-DD00-0D8F),Aiven Aiven for Redis,869F-F8DC-9161,"March 19, 2021"
116,Aiven for Apache Cassandra (89BD-C877-326D),Aiven Committed Usage - Large Overage Spend Unit,B39D-EBA8-633E,"October 25, 2020"
117,Aiven for Apache Cassandra (89BD-C877-326D),Aiven Committed Usage - Small Overage Spend Unit,3FE8-540B-86C6,"October 25, 2020"
118,Aiven for Apache Cassandra (89BD-C877-326D),Pay As You Go Business-16 Service,7559-EDB1-5E82,"October 25, 2020"
119,Aiven for Apache Cassandra (89BD-C877-326D),Pay As You Go Business-32 Service,4877-72ED-80A3,"October 25, 2020"
120,Aiven for Apache Cassandra (89BD-C877-326D),Pay As You Go Business-64 Service,7D1E-7521-8722,"October 25, 2020"
121,Aiven for Apache Cassandra (89BD-C877-326D),Pay As You Go Premium-6x-16 Service,EE4E-DB80-6EB6,"October 25, 2020"
122,Aiven for Apache Cassandra (89BD-C877-326D),Pay As You Go Premium-6x-32 Service,F184-8E7A-900A,"October 25, 2020"
123,Aiven for Apache Cassandra (89BD-C877-326D),Pay As You Go Premium-6x-64 Service,5D21-5E4D-5F50,"October 25, 2020"
124,Aiven for Apache Cassandra (89BD-C877-326D),Pay As You Go Premium-9x-16 Service,8C78-A8FD-DEE9,"October 25, 2020"
125,Aiven for Apache Cassandra (89BD-C877-326D),Pay As You Go Premium-9x-32 Service,68B8-38CB-545E,"October 25, 2020"
126,Aiven for Apache Cassandra (89BD-C877-326D),Pay As You Go Premium-9x-364 Service,8B5D-241F-B688,"October 25, 2020"
127,Aiven for Apache Cassandra (89BD-C877-326D),Pay As You Go Startup-4 Service,12D9-A31E-66B1,"October 25, 2020"
128,Aiven for Apache Cassandra (89BD-C877-326D),Pay As You Go Startup-8 Service,70E0-890F-14DA,"October 25, 2020"
129,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Business-16 Service,FFD6-D14E-A0EA,"July 17, 2020"
130,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Business-32 Service,E73D-5854-355B,"January 7, 2021"
131,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Business-4 Service,3855-BF64-4C3D,"July 17, 2020"
132,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Business-8 Service,E60E-6C03-D8B9,"July 17, 2020"
133,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Premium-15x-16 Service,22E6-73C0-806D,"January 7, 2021"
134,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Premium-15x-32 Service,8380-453E-CE2E,"January 7, 2021"
135,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Premium-15x-8 Service,5963-0C8C-8F3A,"January 7, 2021"
136,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Premium-30x-16 Service,A6F0-343F-015A,"January 7, 2021"
137,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Premium-30x-32 Service,FA74-A617-81C3,"January 7, 2021"
138,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Premium-30x-8 Service,18B6-1563-A73E,"January 7, 2021"
139,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Premium-6x-16 Service,B734-450B-B5D2,"July 17, 2020"
140,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Premium-6x-32 Service,65C2-3FB6-432A,"July 17, 2020"
141,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Premium-6x-8 service,0B56-835F-0A41,"July 17, 2020"
142,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Premium-9x-16 Service,1862-250E-9AB6,"January 7, 2021"
143,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Premium-9x-32 Service,CCD1-F217-EE34,"July 17, 2020"
144,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Premium-9x-8 Service,3C23-9CB0-FD2C,"January 7, 2021"
145,Aiven for Apache Kafka (D260-5FA3-DB05),Pay As You Go Startup-2 Service,D417-D946-224C,"July 17, 2020"
146,Aiven for Apache Kafka Connect (82F7-F720-970A),Aiven Committed Usage - Large Overage Spend Unit,4BA5-DFC9-1B22,"October 25, 2020"
147,Aiven for Apache Kafka Connect (82F7-F720-970A),Aiven Committed Usage - Small Overage Spend Unit,24FA-7A60-0B0E,"October 25, 2020"
148,Aiven for Apache Kafka Connect (82F7-F720-970A),Pay As You Go Business-16 Service,A57C-184E-2DC9,"October 25, 2020"
149,Aiven for Apache Kafka Connect (82F7-F720-970A),Pay As You Go Business-32 Service,CE5C-58F1-9E7C,"October 25, 2020"
150,Aiven for Apache Kafka Connect (82F7-F720-970A),Pay As You Go Business-4 Service,21A8-3F83-C14E,"October 25, 2020"
151,Aiven for Apache Kafka Connect (82F7-F720-970A),Pay As You Go Business-8 Service,4439-3A2E-A5FD,"October 25, 2020"
152,Aiven for Apache Kafka Connect (82F7-F720-970A),Pay As You Go Premium-6x-16 Service,D720-C083-64F0,"October 25, 2020"
153,Aiven for Apache Kafka Connect (82F7-F720-970A),Pay As You Go Premium-6x-32 Service,84FC-A33B-A703,"October 25, 2020"
154,Aiven for Apache Kafka Connect (82F7-F720-970A),Pay As You Go Premium-6x-8 Service,6A84-DA5C-15BB,"October 25, 2020"
155,Aiven for Apache Kafka Connect (82F7-F720-970A),Pay As You Go Startup-16 Service,80EE-7731-2A4A,"October 25, 2020"
156,Aiven for Apache Kafka Connect (82F7-F720-970A),Pay As You Go Startup-32 Service,1BF4-8322-CE9E,"October 25, 2020"
157,Aiven for Apache Kafka Connect (82F7-F720-970A),Pay As You Go Startup-4 Service,894D-90F3-BFEA,"October 25, 2020"
158,Aiven for Apache Kafka Connect (82F7-F720-970A),Pay As You Go Startup-8 Service,C3D9-0DEF-E176,"October 25, 2020"
159,Aiven for Apache Kafka MirrorMaker 2 (A603-C604-CF0E),Aiven Committed Usage - Large Overage Spend Unit,E436-DD40-9576,"October 25, 2020"
160,Aiven for Apache Kafka MirrorMaker 2 (A603-C604-CF0E),Aiven Committed Usage - Small Overage Spend Unit,D2E7-C335-32D1,"October 25, 2020"
161,Aiven for Apache Kafka MirrorMaker 2 (A603-C604-CF0E),Pay As You Go Business-16 Service,6637-6247-886E,"October 25, 2020"
162,Aiven for Apache Kafka MirrorMaker 2 (A603-C604-CF0E),Pay As You Go Business-32 Service,2005-3773-00E3,"October 25, 2020"
163,Aiven for Apache Kafka MirrorMaker 2 (A603-C604-CF0E),Pay As You Go Business-4 Service,ED21-B82C-FF7C,"October 25, 2020"
164,Aiven for Apache Kafka MirrorMaker 2 (A603-C604-CF0E),Pay As You Go Business-8 Service,A86C-CD8C-6319,"October 25, 2020"
165,Aiven for Apache Kafka MirrorMaker 2 (A603-C604-CF0E),Pay As You Go Premium-6x-16 Service,1E31-3659-577F,"October 25, 2020"
166,Aiven for Apache Kafka MirrorMaker 2 (A603-C604-CF0E),Pay As You Go Premium-6x-32 Service,59E4-1D37-F930,"October 25, 2020"
167,Aiven for Apache Kafka MirrorMaker 2 (A603-C604-CF0E),Pay As You Go Premium-6x-8 Service,AE83-EF37-0626,"October 25, 2020"
168,Aiven for Apache Kafka MirrorMaker 2 (A603-C604-CF0E),Pay As You Go Startup-16 Service,4F42-6D46-3A19,"October 25, 2020"
169,Aiven for Apache Kafka MirrorMaker 2 (A603-C604-CF0E),Pay As You Go Startup-32 Service,814E-C068-0737,"October 25, 2020"
170,Aiven for Apache Kafka MirrorMaker 2 (A603-C604-CF0E),Pay As You Go Startup-4 Service,FC9F-4F6F-495B,"October 25, 2020"
171,Aiven for Apache Kafka MirrorMaker 2 (A603-C604-CF0E),Pay As You Go Startup-8 Service,FD8D-4F28-157C,"October 25, 2020"
172,Aiven for Elasticsearch (6EDA-0BDF-041C),Aiven Committed Usage - Large Overage Spend Unit,0DD9-A4BF-F5DC,"October 25, 2020"
173,Aiven for Elasticsearch (6EDA-0BDF-041C),Aiven Committed Usage - Small Overage Spend Unit,1B68-84A4-587C,"October 25, 2020"
174,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Business-16 Service,054D-7935-CA03,"October 25, 2020"
175,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Business-32 Service,65EE-949C-F294,"October 25, 2020"
176,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Business-4 Service,25C8-C95B-6FE4,"October 25, 2020"
177,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Business-8 Service,4D16-EB1B-300A,"October 25, 2020"
178,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Premium-15x-16 Service,097F-2983-FB7A,"October 25, 2020"
179,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Premium-15x-32 Service,11F9-1D4E-134C,"October 25, 2020"
180,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Premium-30x-16 Service,874E-1C02-0DDF,"October 25, 2020"
181,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Premium-30x-32 Service,CAE8-EA78-CE5F,"October 25, 2020"
182,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Premium-5x-16 Service,9F42-2DD6-BF7A,"October 25, 2020"
183,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Premium-5x-32 Service,4B1F-4D1E-BF00,"October 25, 2020"
184,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Premium-5x-8 Service,0FDD-7799-3C55,"October 25, 2020"
185,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Premium-7x-16 Service,3EA0-DFD0-F392,"October 25, 2020"
186,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Premium-7x-32 Service,88FE-65E6-194E,"October 25, 2020"
187,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Premium-7x-8 Service,4FB1-0223-8F1A,"October 25, 2020"
188,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Startup-16 Service,947C-3476-0611,"October 25, 2020"
189,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Startup-32 Service,7BC1-0629-AA22,"October 25, 2020"
190,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Startup-4 Service,68DD-9134-FA4F,"October 25, 2020"
191,Aiven for Elasticsearch (6EDA-0BDF-041C),Pay As You Go Startup-8 Service,3164-5D45-736B,"October 25, 2020"
192,Aiven for MySQL (FB27-E078-76FF),Aiven Committed Usage - Large Overage Spend Unit,6345-CFE5-3AB4,"October 26, 2020"
193,Aiven for MySQL (FB27-E078-76FF),Aiven Committed Usage - Small Overage Spend Unit,485C-062B-C9EB,"October 26, 2020"
194,Aiven for MySQL (FB27-E078-76FF),Pay As You Go Business-120 Service,DD06-072C-832A,"October 26, 2020"
195,Aiven for MySQL (FB27-E078-76FF),Pay As You Go Business-16 Service,F649-C318-8030,"October 26, 2020"
196,Aiven for MySQL (FB27-E078-76FF),Pay As You Go Business-190 Service,2582-1AC5-E502,"October 26, 2020"
197,Aiven for MySQL (FB27-E078-76FF),Pay As You Go Business-240 Service,8CF5-2CCB-72C4,"October 26, 2020"
198,Aiven for MySQL (FB27-E078-76FF),Pay As You Go Business-32 Service,3B40-8AE5-E58A,"October 26, 2020"
199,Aiven for MySQL (FB27-E078-76FF),Pay As You Go Business-360 Service,D061-123D-7AE4,"October 26, 2020"
200,Aiven for MySQL (FB27-E078-76FF),Pay As You Go Business-4 Service,EB60-992D-603B,"October 26, 2020"
201,Aiven for MySQL (FB27-E078-76FF),Pay As You Go Business-64 Service,E889-87DC-8966,"October 26, 2020"
202,Aiven for MySQL (FB27-E078-76FF),Pay As You Go Business-8 Service,0A6D-E9DD-335A,"October 26, 2020"
203,Aiven for MySQL (FB27-E078-76FF),Pay As You Go Premium-120 Service,0EC2-AC6B-A122,"October 26, 2020"
204,Aiven for MySQL (FB27-E078-76FF),Pay As You Go Premium-16 Service,F98B-75CE-9A25,"October 26, 2020"
205,Aiven for MySQL (FB27-E078-76FF),Pay As You Go Premium-190 Service,A774-D087-D6E2,"October 26, 2020"
